onetsoccode,Title,taskid,task,tasktype,incumbentsresponding,date,domainsource,scaleid,category,datavalue,n,standarderror,lowercibound,uppercibound,recommendsuppress
25-3021.00,Self-Enrichment Teachers,8693,Write instructional articles on designated subjects.,Supplemental,80,08/2019,Incumbent,IM,n/a,2.3699999,32,0.2026,1.9524,2.7786,N
25-3021.00,Self-Enrichment Teachers,8685,Assign and grade class work and homework.,Supplemental,79,08/2019,Incumbent,IM,n/a,4.0900002,55,0.1983,3.6969,4.4921,N
25-3021.00,Self-Enrichment Teachers,8675,"Prepare instructional program objectives, outlines, and lesson plans.",Core,81,08/2019,Incumbent,IM,n/a,3.9200001,76,0.1665,3.5858,4.2493,N
25-3031.00,"Substitute Teachers, Short-Term",22399,Organize and supervise games or other recreational activities.,Supplemental,102,08/2025,Incumbent,IM,n/a,4.3400002,64,0.1665,4.0065,4.6721,N
25-3031.00,"Substitute Teachers, Short-Term",22398,Operate equipment such as computers or audio-visual aids to supplement presentations.,Core,103,08/2025,Incumbent,IM,n/a,4.1300001,95,0.1506,3.8298,4.4277,N
25-3031.00,"Substitute Teachers, Short-Term",22402,"Supervise students during activities outside the classroom, such as recess, lunch, and field trips.",Core,103,08/2025,Incumbent,IM,n/a,4.4299998,86,0.1469,4.1402,4.7241,N
25-3031.00,"Substitute Teachers, Short-Term",22404,"Teach a variety of subjects, such as English, mathematics, and social studies.",Core,102,08/2025,Incumbent,IM,n/a,4.1999998,87,0.1531,3.8922,4.5009,N
25-3031.00,"Substitute Teachers, Short-Term",22389,Answer students' questions.,Core,102,08/2025,Incumbent,IM,n/a,4.6700001,101,0.0497,4.5731,4.7703,N
25-3031.00,"Substitute Teachers, Short-Term",22393,Distribute or collect tests or homework assignments.,Core,103,08/2025,Incumbent,IM,n/a,4.25,85,0.0727,4.1023,4.3915,N
25-3031.00,"Substitute Teachers, Short-Term",22403,Take class attendance and maintain attendance records.,Core,103,08/2025,Incumbent,IM,n/a,4.5300002,99,0.0990,4.3366,4.7294,N
25-3031.00,"Substitute Teachers, Short-Term",22401,Restock teaching materials or supplies.,Supplemental,102,08/2025,Incumbent,IM,n/a,3.5799999,61,0.1629,3.2590,3.9107,N
25-3031.00,"Substitute Teachers, Short-Term",22394,"Distribute teaching materials, such as textbooks, workbooks, papers, and pencils, to students.",Core,103,08/2025,Incumbent,IM,n/a,4.1999998,98,0.1425,3.9219,4.4876,N
25-3031.00,"Substitute Teachers, Short-Term",22400,"Provide students with disabilities with assistive devices, supportive technology, or assistance accessing facilities, such as restrooms.",Supplemental,103,08/2025,Incumbent,IM,n/a,4.46,56,0.1374,4.1848,4.7354,N
25-3031.00,"Substitute Teachers, Short-Term",22392,Counsel students with adjustment or academic problems.,Core,103,08/2025,Incumbent,IM,n/a,4.0100002,79,0.1778,3.6512,4.3591,N
25-3031.00,"Substitute Teachers, Short-Term",22391,"Attend professional meetings, educational conferences, or teacher training workshops to improve professional competence.",Core,102,08/2025,Incumbent,IM,n/a,3.53,73,0.2234,3.0819,3.9725,N
25-3031.00,"Substitute Teachers, Short-Term",22390,Assist students with boarding or exiting school buses.,Supplemental,103,08/2025,Incumbent,IM,n/a,4.3099999,49,0.2651,3.7767,4.8428,N
25-3031.00,"Substitute Teachers, Short-Term",22397,Grade students' assignments and exams.,Supplemental,102,08/2025,Incumbent,IM,n/a,3.5899999,56,0.2699,3.0470,4.1287,N
25-3031.00,"Substitute Teachers, Short-Term",22395,Enforce school and class rules to maintain order in the classroom.,Core,103,08/2025,Incumbent,IM,n/a,4.6700001,102,0.1064,4.4636,4.8858,N
25-3031.00,"Substitute Teachers, Short-Term",22405,"Teach social skills to students, such as communication, conflict resolution, and etiquette.",Core,103,08/2025,Incumbent,IM,n/a,4.3099999,99,0.1597,3.9890,4.6229,N
25-3031.00,"Substitute Teachers, Short-Term",22396,Follow lesson plans designed by absent teachers.,Core,103,08/2025,Incumbent,IM,n/a,4.6199999,100,0.1061,4.4095,4.8304,N
25-3031.00,"Substitute Teachers, Short-Term",22406,Tutor or assist students individually or in small groups.,Core,102,08/2025,Incumbent,IM,n/a,4.2800002,74,0.1917,3.8936,4.6579,N
25-3041.00,Tutors,17028,Prepare lesson plans or learning modules for tutoring sessions according to students' needs and goals.,Core,22,08/2022,Occupational Expert,IM,n/a,3.6400001,22,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17034,Assess students' progress throughout tutoring sessions.,Core,22,08/2022,Occupational Expert,IM,n/a,4.6799998,22,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17022,"Prepare and facilitate tutoring workshops, collaborative projects, or academic support sessions for small groups of students.",Core,22,08/2022,Occupational Expert,IM,n/a,3.6500001,20,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17030,"Identify, develop, or implement intervention strategies, tutoring plans, or individualized education plans (IEPs) for students.",Core,22,08/2022,Occupational Expert,IM,n/a,3.8299999,18,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17033,"Collaborate with students, parents, teachers, school administrators, or counselors to determine student needs, develop tutoring plans, or assess student progress.",Core,22,08/2022,Occupational Expert,IM,n/a,4.1500001,20,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17019,"Travel to students' homes, libraries, or schools to conduct tutoring sessions.",Supplemental,22,08/2022,Occupational Expert,IM,n/a,3.29,14,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17035,"Administer, proctor, or score academic or diagnostic assessments.",Supplemental,22,08/2022,Occupational Expert,IM,n/a,2.9200001,12,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17027,"Provide feedback to students, using positive reinforcement techniques to encourage, motivate, or build confidence in students.",Core,22,08/2022,Occupational Expert,IM,n/a,4.8600001,22,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17036,"Teach students study skills, note-taking skills, and test-taking strategies.",Core,22,08/2022,Occupational Expert,IM,n/a,4.4499998,22,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17031,"Develop teaching or training materials, such as handouts, study materials, or quizzes.",Core,22,08/2022,Occupational Expert,IM,n/a,3.4300001,21,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17029,"Maintain records of students' assessment results, progress, feedback, or school performance, ensuring confidentiality of all records.",Core,22,08/2022,Occupational Expert,IM,n/a,3.8299999,18,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17024,Organize tutoring environment to promote productivity and learning.,Core,22,08/2022,Occupational Expert,IM,n/a,3.9100001,22,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17021,"Research or recommend textbooks, software, equipment, or other learning materials to complement tutoring.",Supplemental,22,08/2022,Occupational Expert,IM,n/a,2.8099999,21,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17032,"Communicate students' progress to students, parents, or teachers in written progress reports, in person, by phone, or by email.",Core,22,08/2022,Occupational Expert,IM,n/a,3.8900001,19,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17020,Schedule tutoring appointments with students or their parents.,Core,22,08/2022,Occupational Expert,IM,n/a,3.95,21,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17023,Participate in training and development sessions to improve tutoring practices or learn new tutoring techniques.,Core,22,08/2022,Occupational Expert,IM,n/a,4.1799998,22,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17025,"Monitor student performance or assist students in academic environments, such as classrooms, laboratories, or computing centers.",Core,22,08/2022,Occupational Expert,IM,n/a,4.1399999,14,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17026,"Review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments.",Core,22,08/2022,Occupational Expert,IM,n/a,4.73,22,n/a,n/a,n/a,n/a
25-3041.00,Tutors,17037,"Provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",Core,22,08/2022,Occupational Expert,IM,n/a,4.4499998,22,n/a,n/a,n/a,n/a
25-4011.00,Archivists,7633,Provide reference services and assistance for users needing archival materials.,Core,31,08/2024,Occupational Expert,IM,n/a,4.77,30,n/a,n/a,n/a,n/a
25-4011.00,Archivists,7637,Establish and administer policy guidelines concerning public access and use of materials.,Core,31,08/2024,Occupational Expert,IM,n/a,4.5799999,31,n/a,n/a,n/a,n/a
25-4011.00,Archivists,7634,"Direct activities of workers who assist in arranging, cataloguing, exhibiting, and maintaining collections of valuable materials.",Core,31,08/2024,Occupational Expert,IM,n/a,4.48,29,n/a,n/a,n/a,n/a
25-4011.00,Archivists,7635,"Prepare archival records, such as document descriptions, to allow easy access to information.",Core,31,08/2024,Occupational Expert,IM,n/a,4.71,31,n/a,n/a,n/a,n/a
25-4011.00,Archivists,7631,Organize archival records and develop classification systems to facilitate access to archival materials.,Core,31,08/2024,Occupational Expert,IM,n/a,4.8299999,30,n/a,n/a,n/a,n/a
25-4011.00,Archivists,7639,Research and record the origins and historical significance of archival materials.,Core,31,08/2024,Occupational Expert,IM,n/a,4.23,30,n/a,n/a,n/a,n/a
25-4011.00,Archivists,7641,"Coordinate educational and public outreach programs, such as tours, workshops, lectures, and classes.",Core,31,08/2024,Occupational Expert,IM,n/a,3.8699999,30,n/a,n/a,n/a,n/a
25-4011.00,Archivists,7630,"Create and maintain accessible, retrievable computer archives and databases, incorporating current advances in electronic information storage technology.",Core,31,08/2024,Occupational Expert,IM,n/a,4.5999999,30,n/a,n/a,n/a,n/a
25-4011.00,Archivists,7638,Locate new materials and direct their acquisition and display.,Core,31,08/2024,Occupational Expert,IM,n/a,3.9300001,30,n/a,n/a,n/a,n/a
25-4011.00,Archivists,7636,"Preserve records, documents, and objects, copying records to film, videotape, audiotape, disk, or computer formats as necessary.",Core,31,08/2024,Occupational Expert,IM,n/a,4.3200002,31,n/a,n/a,n/a,n/a
25-4011.00,Archivists,7632,Authenticate and appraise historical documents and archival materials.,Core,31,08/2024,Occupational Expert,IM,n/a,3.8800001,26,n/a,n/a,n/a,n/a
25-4011.00,Archivists,7642,"Select and edit documents for publication and display, applying knowledge of subject, literary expression, and presentation techniques.",Core,31,08/2024,Occupational Expert,IM,n/a,3.0999999,31,n/a,n/a,n/a,n/a
25-4011.00,Archivists,7640,"Specialize in an area of history or technology, researching topics or items relevant to collections to determine what should be retained or acquired.",Core,31,08/2024,Occupational Expert,IM,n/a,3.5699999,30,n/a,n/a,n/a,n/a
25-4012.00,Curators,18642,"Design, organize, or conduct tours, workshops, and instructional or educational sessions to acquaint individuals with an institution's facilities and materials.",Core,101,08/2018,Incumbent,IM,n/a,3.76,97,0.0924,3.5773,3.9443,N
25-4012.00,Curators,18641,"Plan and organize the acquisition, storage, and exhibition of collections and related materials, including the selection of exhibition themes and designs, and develop or install exhibit materials.",Core,101,08/2018,Incumbent,IM,n/a,4.3499999,98,0.0957,4.1632,4.5429,N
25-4012.00,Curators,1651,"Confer with the board of directors to formulate and interpret policies, to determine budget requirements, and to plan overall operations.",Core,101,08/2018,Incumbent,IM,n/a,3.52,68,0.1554,3.2069,3.8272,N
25-4012.00,Curators,1646,Inspect premises to assess the need for repairs and to ensure that climate and pest control issues are addressed.,Core,101,08/2018,Incumbent,IM,n/a,3.8099999,82,0.1493,3.5149,4.1091,N
25-4012.00,Curators,1656,Arrange insurance coverage for objects on loan or for special exhibits and recommend changes in coverage for the entire collection.,Supplemental,101,08/2018,Incumbent,IM,n/a,3.3099999,53,0.1887,2.9283,3.6858,N
25-4012.00,Curators,1655,"Study, examine, and test acquisitions to authenticate their origin, composition, history, and to assess their current value.",Core,100,08/2018,Incumbent,IM,n/a,3.8399999,87,0.1896,3.4587,4.2126,N
25-4012.00,Curators,1648,"Negotiate and authorize purchase, sale, exchange, or loan of collections.",Core,101,08/2018,Incumbent,IM,n/a,3.8399999,92,0.1192,3.6075,4.0811,N
25-4012.00,Curators,1657,Establish specifications for reproductions and oversee their manufacture or select items from commercially available replica sources.,Supplemental,101,08/2018,Incumbent,IM,n/a,2.46,52,0.1197,2.2148,2.6954,N
25-4012.00,Curators,1649,Plan and conduct special research projects in area of interest or expertise.,Core,101,08/2018,Incumbent,IM,n/a,4.0300002,93,0.1196,3.7907,4.2657,N
25-4012.00,Curators,1647,"Train and supervise curatorial, fiscal, technical, research, and clerical staff, as well as volunteers or interns.",Core,101,08/2018,Incumbent,IM,n/a,3.6300001,95,0.1054,3.4218,3.8405,N
25-4012.00,Curators,1644,"Develop and maintain an institution's registration, cataloging, and basic record-keeping systems, using computer databases.",Core,101,08/2018,Incumbent,IM,n/a,4.1500001,83,0.1151,3.9181,4.3760,N
25-4012.00,Curators,1654,"Write and review grant proposals, journal articles, institutional reports, and publicity materials.",Core,101,08/2018,Incumbent,IM,n/a,3.76,92,0.1259,3.5117,4.0119,N
